id,content,showNote
605,".@wesbos explains how he's using the OpenAI API for #podcast transcriptions on @SyntaxFM. So many cool uses for this tech!",100
606,"Thinking of playing around with OpenAI and ChatGPT? New @SyntaxFM ep with @wesbos + @stolinski covers the APIs, pricing, limits, and more!",100
607,The OpenAI API pricing is changing rapidly says @wesbos on @SyntaxFM. GPT3 → GPT3.5 saw a 10x price drop! Exciting times.,100
608,"Some great #JavaScript tips for working with OpenAI and ChatGPT from @wesbos on the latest @SyntaxFM. Don't miss it!",100
609,.@stolinski asks some great questions as @wesbos walks through using the OpenAI API on the latest @SyntaxFM podcast episode.,100
610,"Got questions on smart homes, web components, JavaScript, and more? @wesbos and @stolinski have you covered in this jam-packed listener Q&A episode!",101
611,Curious how @wesbos sets up his smart home? Looking for pros/cons on web components vs frameworks? Tune in to hear Scott and Wes dig into your questions!,101
612,"Hear @stolinski and @wesbos geeking out over electrical work, wire strippers, web component SSR, JavaScript mixins, and more in this info-packed listener Q&A ep!",101
613,"Web dev questions galore including smart homes, web components, SSR, mixins and more are tackled by @stolinski and @wesbos in this listener Q&A!",101
614,"Listen in as @wesbos and @stolinski wax poetic about dimmers, switches, wire connectors, web component routing, JavaScript mixins, and more!",101
615,"Don't miss @wesbos and @stolinski answering your questions on web dev topics like smart homes, web components vs frameworks, SSR, and mixins!",101
616,Got config file overload? @wesbos and @stolinski share pro tips for taming the config beast! 🦁,102
617,"Config files - can't live with 'em, can't live without 'em! Here's how to organize these necessary evils from @SyntaxFM:",102
618,Is your project drowning in config files? Fear not! @SyntaxFM has you covered with ideas to clean up and organize.,102
619,Config file clutter got you down? Check out the latest @SyntaxFM podcast for tips on wrangling these unruly JS configs.,102
620,Want to declutter your web dev project? The latest @SyntaxFM podcast tackles strategies for config file organization - check it out!,102
621,"Config files are a necessary evil - but they don't have to take over your codebase! Tips from @SyntaxFM on organizing these unruly configs:",102
622,Learn how @QwikDev handles optimizations like code splitting automatically so you can focus on writing apps instead of performance! #QwikJS,103
623,"Hear the virtual machine analogy behind @QwikDev's magical resumability feature for seamless PWAs and SSR from @mhevery. #WebDev",103
624,Tired of tooling hell required for lazy loading in #ReactJS? @QwikDev handles it all automatically! @mhevery explains how. #JavaScript,103
625,"@QwikDev aims to provide the same capabilities as #React, #Angular, etc but with resumability built-in for free! @mhevery explains on #SyntaxFM.",103
626,.@mhevery walks through the many issues with manually lazy loading components in #ReactJS and how @QwikDev solves them automatically! #WebDev,103
627,"Don't miss the Suppper Club x @QwikDev episode of #SyntaxFM! @mhevery gives an overview of resumability and how Qwik works. #JavaScript",103
628,"Can't figure out those 3-way switch wires? @syntaxfm has you covered with handy electrical tips in their latest episode!",104
629,Taking the leap from JavaScript to TypeScript for your project? @syntaxfm breaks down the refactoring benefits in their newest ep.,104
630,"Want to hear @wesbos and @stolinski chat TypeScript, wiring switches, and way more? Get your fill on the newest @syntaxfm pod!",104
631,Level up your JavaScript with TypeScript - the @syntaxfm crew has the details on making the switch in their latest episode.,104
632,"Don't miss out on helpful wiring tricks, TypeScript tips, and more developer gold on the newest @syntaxfm pod!",104
633,"Want to make your site fast and polished after launch? 🚀 Join @SyntaxFM as they share pro tips for boosting performance through caching, optimization, removing bloat, and more!",105
634,"Struggling with site speed even after launch? @SyntaxFM has you covered with actionable ways to identify perf issues through network audits, Lighthouse, and other tools. Learn to trim the cruft and polish the user experience!",105
635,@SyntaxFM delivers a masterclass in post-launch site optimization - from the low-hanging fruit of image compression to advanced techniques like serverless deploys. Level up your page speed game now!,105
636,"Getting snappy page loads is crucial for user experience. @SyntaxFM breaks down their proven process for iterative perf boosting through network analysis, removing bloat, and strategic caching.",105
637,"Want your site to feel fast and flawless after launch? Learn how @SyntaxFM approaches polish and perf through tools like Lighthouse, Partytown, and eliminating unnecessary requests.",105
638,"@SyntaxFM moves beyond the basics and dives deep on advanced perf tuning - proxying assets, multi-threaded workers, and incremental build times for a slick UX.",105
639,Learn why @timClicks set out to make Rust more approachable for new developers in his book Rust in Action!,106
640,"Hear @timClicks explain concepts like ownership, lifetimes, and traits that can trip up new Rustaceans.",106
641,What are good first #Rust projects for web devs? @timClicks suggests command line utilities & interactive games!,106
642,Why is #Rust so much faster than other languages? @timClicks explains how it bundles dependencies into executables.,106
643,.@timClicks believes Rust can create a more environmentally sustainable computing industry through performance gains.,106
644,What exactly are crates and cargo when it comes to #Rust? @timClicks breaks down the terminology 101 style.,106
645,"Can you run Rust code in the browser via WebAssembly? Hear @timClicks' experience with WASM on Syntax FM!",106
646,The future is ESM! Learn why and how to migrate your Node.js app to ECMAScript modules.,107
647,Using import/export in Node.js? We breakdown the transition from CommonJS to ESM and things to watch out for.,107
648,ECMAScript modules bring benefits like a standard spec and top level await but also have some downsides over CommonJS.,107
649,"Big episode today on finally moving to ECMAScript modules in Node. Tips for modularizing and importing JSON, remote URLs and more.",107
650,Some popular NPM packages now ESM only - we discuss why this is forcing many to transition their Node apps.,107
651,Want to use import/export syntax in Node.js? We explain how to configure your package.json and extensions for ESM.,107
652,Want mixins in CSS? How about selecting grid rows? 😲 Scott and Wes share their wishlist for future CSS features on the latest Syntax podcast!,108
653,"Dreaming of native fit-text, overflow control, color functions, lighten/darken colors, and more in CSS? Check out Scott and Wes' CSS wishlist on @SyntaxFM!",108
654,Want to select first/last rows/columns in CSS Grid? Add resize handles to divs? Listen to @ScottTolinski and @wesbos share their CSS wishlist now!,108
655,"CSS is getting some amazing new features! Tune into the latest @SyntaxFM to hear Scott and Wes' wishes including mixins, range selectors, grid rows, and more!",108
656,"CSS pros: what's on your wishlist? @ScottTolinski and @wesbos share theirs - color functions, fit-text, overflow control, and more! Listen to the latest @SyntaxFM",108
657,"If you could add anything to CSS, what would it be? @ScottTolinski and @wesbos share their wildest CSS dreams including some really useful stuff!",108
658,Hear @calebp discuss growing up in Canada near Buffalo and their many similarities on the latest @SentryFM podcast!,109
659,"On the new @SentryFM, Buffalo gets an honorary Canadian citizenship from developer @calebp 🇨🇦🍁",109
660,"Everybody knows Buffalo is secretly Canadian at heart! Learn why on @SentryFM's supper club podcast with @calebp",109
661,".@wesbos reminisces about working at Target and underage drinking trips to Canada on @SentryFM's new ep with @calebp 😂🍺",109
662,Who knew Buffalo TV stations reached all the way to Canada? @calebp shares his experience on the new @SentryFM podcast!,109
663,🇺🇸 or 🇨🇦? @SentryFM debates whether Buffalo and Michigan should actually be part of Canada on their podcast with @calebp!,109
664,"The State of JS 2022 survey is out! 📊 See where the JS community stands on salaries, frameworks, and more.",110
665,Big takeaway from the State of JS: React still reigns supreme. But watch out for that up and comer SvelteKit. 🔥,110
666,"State of JS top framework is no surprise: React at #1. But Vue passing Angular for #2? Didn't see that coming!",110
667,Salaries for JS devs vary widely according to State of JS. But high pay at FAANG is not necessarily the norm.,110
668,Germany is way more represented in State of JS respondents than Syntax podcast listeners. Internationalization FTW! 🇩🇪,110
669,Container queries are here! 🎉 Learn how to use this long awaited CSS feature from @wesbos and @stolinski,111
670,Finally able to style components based on parent size instead of viewport! Check out examples from @wesbos and @stolinski,111
671,"Font sizes, border radius, code block widths - adjust them all dynamically with container queries! Podcast from @wesbos and @stolinski",111
672,Browser support and polyfill options for container queries discussed by @wesbos and @stolinski - start using them today!,111
673,Excited container queries are here? Us too! Tips for using them from @wesbos and @stolinski,111
674,Container queries let you replace JS with CSS in many cases! Learn how from @wesbos and @stolinski,111
675,Syntax podcast dives deep on container queries - real world examples from @wesbos and @stolinski,111
676,"Learn all about @sanity_io's awesome content platform from the @SyntaxFM podcast!",112
677,"The @SyntaxFM folks chat with @sanity_io about Grok, GraphQL, and the new Sanity Studio 3 release.",112
678,Want to know more about @sanity_io and its flexible content platform? Check out this podcast from @SyntaxFM!,112
679,What is Grok all about? How does @sanity_io CMS compare to GraphQL? Get the scoop from @SyntaxFM!,112
680,".@SyntaxFM and .@sanity_io discuss the past, present and future of CMS tools and content APIs - tune in!",112
681,"CMS history, Grok queries, GraphQL discussion, and more on this info-packed @SyntaxFM x @sanity_io crossover episode!",112
682,Scott shares how he injured his knee in a ridiculous way - tune in to hear the story!,113
683,"With budgets tightening, how are Wes and Scott dealing with the impacts of a recession?",113
684,"Some business owners splash out on fancy cars - our hosts explain why they don't agree with this approach.",113
685,"Curious about YNAB, Copilot, and other personal budgeting tools? Get Wes and Scott's take.",113
686,"The JS module ecosystem has come a long way - learn whether AMD, CommonJS, or ES Modules reign supreme today.",113
687,Should you buy or build that service? 🤔 Get key factors to consider before deciding in this bite-sized podcast!,114
688,Struggling between integrating a third-party service or building it yourself? @SyntaxFM has pro tips on evaluating the tradeoffs.,114
689,"Unsure whether to buy or build authentication, search, checkout and more? Learn when it makes sense to outsource vs DIY in the latest @SyntaxFM!",114
690,"How do you know when it's worth it to build vs buy services like hosting, APIs, and cron jobs? Get pro insights from @SyntaxFM!",114
691,Should your company focus on its core business or maintain services itself? @SyntaxFM discusses key considerations for buy vs build decisions.,114
692,"When should you lock into a vendor's service vs maintain flexibility? @SyntaxFM covers escapability as a factor in build vs buy choices.",114
693,From French lit major to founding engineer @Tangible_App - the winding road of @KatherineMello5,115
694,Learn about the carbon impact of buildings from @Tangible_App engineer Katherine Mello on @SyntaxFM,115
695,"Don't miss Katherine's journey through coding bootcamps and data viz to sustainable building startup @Tangible_App",115
696,@KatherineMello5 makes coding bootcamps and @WeWork chaos sound fun on the latest @SyntaxFM,115
697,Could data visualization be your ticket to a unique career? @KatherineMello5 explains on @SyntaxFM,115
698,"""Walk the talk"" on sustainability, says @KatherineMello5 - applies to hosting too!",115
699,"Ring in 2023 by learning Rust, Svelte, Touri, and more with @SyntaxFM!",116
700,"This year, @SyntaxFM is leveling up their interview game - more great guests coming your way!",116
701,From indoor skiing to battling - @SyntaxFM has big fitness goals set for the new year.,116
702,@SyntaxFM is prepping new courses on hot topics like container queries and TypeScript - skill up in 2023!,116
703,"The fellas at @SyntaxFM are committed to bringing you the best in web dev - stay tuned for what's coming!",116
704,"New year, new skills - @SyntaxFM is pushing their limits with big goals for 2023. Join them on the journey!",116
705,"Learn about the powerful new #TypeScript features 'as const' and 'satisfies' on the latest Syntax podcast!",117
706,"Stop duplicated types and get better inference with 'as const' and 'satisfies' in #TypeScript - listen to @SyntaxFM now!",117
707,"Generate frozen types from your data with 'as const' and satisfy unknown metadata with 'satisfies' in #TypeScript - tune in to @SyntaxFM",117
708,"TypeScript superpowers unlocked! Master 'as const' and 'satisfies' to boost your type safety on the latest @SyntaxFM podcast.",117
709,"Are your #TypeScript types satisfying you? Learn how 'as const' and 'satisfies' can take your type game to the next level on @SyntaxFM!",117
710,"Get ready to satisfy all your #TypeScript cravings with a deep dive on 'as const' and 'satisfies' - new episodes out now on @SyntaxFM!",117
711,Hear @sarah_edo discuss her new book Engineering Management for the Rest of Us on @SyntaxFM!,118
712,Learn how @sarah_edo transitioned from engineer to management @Google and @Netlify on the latest @SyntaxFM,118
713,"Get @sarah_edo's insights on keeping engineers productive and transitioning to management on @SyntaxFM",118
714,.@sarah_edo shares her motivation and process for writing Engineering Management for the Rest of Us on @SyntaxFM,118
715,Find out how @sarah_edo published her new book and her tips for staying motivated as a manager on @SyntaxFM,118
716,Get managerial advice from @sarah_edo on the latest @SyntaxFM as she discusses her new book Engineering Management for the Rest of Us,118
717,"Get ready for more server side rendering, alternative JS frameworks, Rust, CSS container queries and more trends in 2023 says @wesbos and @stolinski",119
718,"Will React improve form handling in 2023? @wesbos and @stolinski predict what's next for React and other popular frameworks",119
719,"Deno, Node.js, and Bun runtimes will mature in 2023 predicts @wesbos and @stolinski - which will you use?",119
720,Want your JS code to run fast in 2023? @wesbos and @stolinski explain why Rust and runtimes like Bun will gain popularity,119
721,The React docs beta has been going for YEARS - will it finally launch in 2023? Tune in to the predictions from @wesbos and @stolinski,119
722,SvelteKit 1.0 just launched - @wesbos and @stolinski predict major growth is coming for the Svelte framework in 2023,119
723,"CSS container queries are coming to all major browsers - @wesbos and @stolinski explain why they'll go mainstream in 2023",119
724,"Learn how to narrow types from general to specific in #TypeScript using type guards, if statements, and handy predicates.",120
725,Get a handle on fundamental TypeScript features like type narrowing and type guarding to write better typed code.,120
726,Struggling with Union types in TS? We break down how to narrow options and safely access properties with type guards and predicates.,120
727,"TypeScript confusing you with wide types that need to be narrowed? We explain type guards, if/else, and predicates to shrink your types.",120
728,"Want to write better typed TS code? We guide you through type narrowing with typeof, property checks, if/else, and type predicate functions.",120
729,"How do you narrow those wide Union types in TS down to specifics? We break it all down - type guards, if/else, and handy predicate functions.",120
730,Learn how @taviso built the Polypane browser as the ultimate dev tool to speed up development and make accessibility easy. #SyntaxFM,121
731,Ever wish you could instantly toggle color blindness or dyslexia filters on a webpage? @taviso built that right into Polypane browser. #SyntaxFM,121
732,Hover on 1 pane in Polypane and every other pane syncs hover immediately. The small delights that add up to big dev productivity. #SyntaxFM,121
733,".@taviso took his design workflow from Sketch and rebuilt it in the browser with Polypane. Multi-pane view, guides, overlays, and more. #SyntaxFM",121
734,Polypane has a visual tab order overlay with numbered focus order + arrows. No more guessing your tab order! Thank you @taviso #SyntaxFM,121
735,"Contrast checker, disability simulators, focus testing, outline view, and way more accessibility tools built right into @taviso's Polypane browser. #SyntaxFM",121
736,"Wes and Scott revisit their 2022 web dev predictions - find out which technologies like SvelteKit, Rust and GitHub Copilot blew up this year!",122
737,"Did Wes and Scott's predictions for Next.js, GraphQL, dev tools and more pan out in 2022? Tune in to hear their review!",122
738,"Hear Wes and Scott reflect on hits and misses from last year's 2022 web dev prediction episode - lots of interesting tech covered!",122
739,"Curious which predictions about Svelte, Rust, GitHub Copilot and other web dev tech came true in 2022? Wes and Scott deliver the verdict!",122
740,Web dev gurus @wesbos and @stolinski look back on their 2022 predictions - find out which technologies rose up and which fell flat this year!,122
741,"How accurate were Wes and Scott's 2022 web dev predictions? Find out if they nailed the growth of TypeScript, Deno, dev tools and more!",122
742,Learn how to build desktop apps with #JavaScript using @ElectronJS and @tori_app from @syntaxfm!,123
743,Want to build cross-platform desktop apps? @scotttolinski and @wesbos walk through using #JavaScript with @ElectronJS and @tori_app on the latest @syntaxfm,123
744,Tired of heavy Electron apps? Check out lightweight @tori_app as an alternative for building desktop apps in #JavaScript on @syntaxfm,123
745,@scotttolinski shares his experience building desktop apps with @ElectronJS and @tori_app on the latest @syntaxfm #JavaScript,123
746,Find out how @tori_app makes building desktop apps in #JavaScript easier than Electron on @syntaxfm,123
747,"Don't miss the breakdown of @ElectronJS and @tori_app for building desktop apps in JS from @scotttolinski and @wesbos on @syntaxfm!",123
748,Hear how Kenneth Lyerly went from being an aerospace machinist to leading marketing teams and becoming a full-time developer!,124
749,"Kenneth bought a home in Orange County at just 23 years old while working in aerospace. After getting into web dev as a side project, he realized coding was his true passion.",124
750,"The COVID pandemic changed plans for Kenneth's pomade company in 2020. After rebuilding his team, burnout led him to take a second full-time remote web dev job.",124
751,Kenneth now works mornings as a web dev for ResortPass and afternoons continues supporting the pomade company he helped build over 9 years.,124
752,"Balancing two full-time remote jobs takes serious work ethic! Kenneth's advice: ""If you wanna make that transition, you're gonna be willing to put in the time.""",124
753,"Hear @davideast discuss @Google's new online IDE Project IDX, allowing coding in the browser with AI - sounds very futuristic! #syntaxfm",125
754,"Get insights into Project IDX, Google's experiment with online coding environments. Could this be the future of development? #syntaxfm",125
755,Online dev environments like Project IDX solve major pain points around environment setup & config. Is local dev nearing extinction? #syntaxfm,125
756,"IDX brings AI assistance to online coding - code completion aware of context, answers queries about your code, and more! The future is here! #syntaxfm",125
757,"What if you could code from any device with just a browser, and not worry about installing dev tools and dependencies? IDX delivers. #syntaxfm",125
758,Want to make app dev easier? IDX handles emulators for iOS and Android - write code and test it on virtual devices! #syntaxfm,125
759,"Tune in to hear tips on LevelUp Tutorials site redesigns, transitioning to freelancing, gaining confidence as a senior dev, and more!",126
760,"Want web dev news, framework hot takes, notification strategies, smart home automation tips? Check out the latest potluck episode!",126
761,"Get the scoop on Vitest, Tanstack, Hazel, label makers, WeCrashed, and more on this week's info-packed potluck podcast episode.",126
762,"Hear Scott and Wes discuss React Router, Twitter communities, HEIC images, standing desks, and lots more on the newest syntax podcast episode.",126
763,"The latest syntax podcast episode covers site performance, JavaScript testing, Mastodon, TV show picks, and much more - don't miss it!",126
764,"Learn about our website improvement plans, freelancing tips, senior dev traits, routers, testing, notifications and more on this week's syntax podcast!",126
765,"Serverless + databases? We've got you covered! Tune in as we break down the top options like @PlanetScale, @MongoDB, @Supabase, and more! #JAMstack",127
766,"Heading serverless? Don't forget about your database! We discuss connection pooling, edge locations, scaling, and review top options like @FaunaDB, @PlanetScale, and @NeonDatabase. #serverless",127
767,"Shifting to #serverless? We stress test database options like @PlanetScale to over 300K requests! Learn the pros, cons, gotchas, and our top picks in this ep!",127
768,"We geek out hard on serverless database options! From @Firebase to @Supabase to @MongoDB Atlas, learn our top picks for your next JAMstack project!",127
769,"Want serverless SQL or NoSQL? We've tried them all! Get the DL on @FaunaDB, @DynamoDB, @PlanetScale, @Supabase, @Firebase, and more!",127
770,"@syntaxfm dives deep on databases for #serverless apps! Discover which options handle connection pooling, edge locations, and scaling the best!",127
771,Learn how @RemotionVideo allows you to programmatically generate videos using React and other web tech 🎥,128
772,Tired of clunky video editing tools? @RemotionVideo lets you make videos in CODE using React! 🤯,128
773,The future is here - generate videos on the fly using nothing but React code thanks to @RemotionVideo! 📹,128
774,@RemotionVideo brings the power of coding to video production - no more clunky timelines and edits,128
775,"React code > After Effects, thanks to @RemotionVideo which lets you generate video completely in code 💻",128
776,@RemotionVideo uses React hooks and your components to render video frames for silky smooth programmatic video creation 🎞️,128
777,The median JS payload is over 500kb! 😱 Check out the Web Almanac chapter on #JavaScript usage with @wesbos and @stolinski!,129
778,Who knew the JavaScript chapter in the Web Almanac was only chapter 2 out of 23? 🤯 Tons of great stats in this eps of @SyntaxFM,129
779,"Michigan FINALLY beats Ohio State in football - but where's the data on rivalry smack talk percentages? 🏈 Get the podcast download for more!",129
780,Still loading 500kb+ of #JavaScript on desktop in 2022? Yikes! Get the Web Almanac breakdown on @SyntaxFM to optimize your site!,129
781,Thought you knew everything about modern JavaScript usage? Think again! Get schooled by the @SyntaxFM crew breaking down the Web Almanac trends.,129
782,"Want to understand the difference between SPA, MPA, SSR, SSG and more? @SyntaxFM has you covered with a breakdown of web rendering methods! #webdev",130
783,"Curious about progressive hydration, island architecture, streaming SSR? @SyntaxFM tackles the array of web rendering approaches in their latest episode. #learnonthego",130
784,"Do you know the difference between a SPA and MPA? Check out @SyntaxFM's thorough explainer on SPA, MPA, SSG, SSR and more web rendering methods!",130
785,"Understanding rendering methods like SPA vs SSR is key for web devs. Get the lowdown from @SyntaxFM's detailed overview of today's options!",130
786,"If you build web apps, you need to know your rendering methods. @SyntaxFM delivers a 101 on SPA, MPA, SSG, SSR, hydration, edge rendering and more!",130
787,Hear how @Disney builds internal tools on legacy systems while using modern stacks like React and GraphQL. #webdev,131
788,"Getting the inside scoop on @Disney's CMS and workflows for Disney Plus, ABC News and more from engineer Vu Le. # SyntaxFM",131
789,Tools for creativity! Learn how @Disney builds internal CMS for massive amounts of content. ,131
790,".@Disney has amazing perks like employee access to Disney Plus! Hear more from engineer Vu Le on what it's like to work there. #SyntaxFM",131
791,The hidden side of @Disney...learn how they build internal tools to power their massive content workflow. #webdev #SyntaxFM,131
792,"Remote work flexibility, learning to code from marketing, and custom keyboards. Great convo with @Disney engineer Vu Le! #SyntaxFM",131
793,"Do you prefer named functions or arrow functions in variables? Tune in to hear @syntaxfm's takes!",132
794,"Getting feedback before launch is so much better than after! Hear @syntaxfm's thoughts on prepping for a site launch.",132
795,Function definitions vs arrow functions - which do you prefer for readability? Check out the pros and cons on the latest @syntaxfm!,132
796,Are your code style preferences improving readability or just petty? Find out what @syntaxfm thinks about tabs vs spaces and more!,132
797,Exhausted from prepping for a launch? @syntaxfm totally relates - hear their advice on managing launch stress!,132
798,"What's the best way to define functions in JS for readability? @syntaxfm discusses named functions vs arrow functions in variables - don't miss it!",132
799,"GitHub is leveling up big time with new AI-powered tools like Copilot CLI, voice coding, and smarter pull requests. The future is now! 🤖⚡️ #GitHubNext",133
800,Did you know GitHub is working on letting you code just by talking? Sign me up for voice coding with GitHub Copilot! 🗣️👩‍💻 #GitHubNext,133
801,GitHub Blocks will let you embed interactive widgets right in your READMEs. No more static docs! ✨ #GitHubNext,133
802,GitHub Copilot CLI and voice coding are going to change how we code forever. The robots are coming for our keyboards! 🤖🪄 #GitHubNext,133
803,"GitHub's new collaborative workspaces look amazing. Real-time editing, shared servers and terminals, multiplayer tabs - the future is now! 👥 #GitHubNext",133
804,GitHub Copilot Radar will make navigating your codebase easier than ever. Jump to definition on steroids! 🔎📈 #GitHubNext,133
805,"GitHub is adding AI everywhere: Copilot for your own code, instant code reviews on PRs, explainable code summaries... Skynet is upon us! 🤖 #GitHubNext",133
806,Hear the creator of Bun explain how it achieves 3x faster server-side React than Node!,134
807,"Learn why the lead Bun developer thinks package.json is ""just a better import map"" - and how it fits into Bun's approach",134
808,The Bun runtime taps into the performance optimizations made by the Safari team for its JavaScriptCore engine,134
809,"Bun's testing library is shaping up to be 40x faster than Jest in some cases - imagine the speed gains on large test suites!",134
810,"Curious why a new JS runtime? Hear how Bun integrates tools like transpiling, bundling, and package managing to gain speed",134
811,"Bun's unique name comes from the creator's friend's pet bunny - the double meaning with bundling fit perfectly!",134
812,"Did you know the Playstation team contributes to improving JavaScriptCore? The benefits trickle up to Bun's performance too!",134
813,Learn how @wesbos and @stolinski stay on top of the latest web dev news on Twitter - from who to follow to muting topics!,135
814,Ever get confused between CRUD and real-time data protocols like WebSockets? @SyntaxFM breaks it down simply.,135
815,"Want a good laugh? @SyntaxFM covers the absolutely bonkers history of Google's messaging and video chat apps. So confusing!",135
816,"Get pro tips from @wesbos and @stolinski on curating your Twitter feed, unfollowing, using TweetDeck, and more!",135
817,Up your Twitter game with actionable tactics from @SyntaxFM on optimizing who you follow and cutting through the noise.,135
818,Serverless limitations discussed on the latest @SyntaxFM! 👀,136
819,"Cold starts, function size limits, and more - the latest @SyntaxFM covers common serverless gotchas.",136
820,"Before going all in on serverless, tune into the latest @SyntaxFM to learn what to watch out for!",136
821,"Hear @scotttalinski and @wesbos talk non-coding topics like reality TV, holidays & behind the scenes secrets on the latest Syntax Supper Club!",137
822,"Want a break from coding talk? Tune into the Syntax Supper Club ep for @scotttalinski & @wesbos chatting casually about TV, holidays & life!",137
823,"Curious what @scotttalinski & @wesbos chat about off-air? Get the inside scoop on their fave shows, holiday plans & more on the Supper Club ep!",137
824,"@scotttalinski explains his & his wife's reality TV draft game - so relatable for TV fans! Hear all about it on the Supper Club ep.",137
825,.@wesbos shares a hilarious Saskatoon berry beer story! Get his holiday plans & other casual convos on the latest Supper Club podcast.,137
826,"Hear @scotttalinski's friend's experience filming a reality dance competition show - the behind-the-scenes secrets! Supper Club ep has it all.",137
827,Want to build websites that work beautifully on any device? Tune into the latest @SyntaxFM podcast for pro tips on mastering responsive design!,138
828,"Don't miss the new @SyntaxFM podcast breaking down all the techniques for creating responsive websites that adapt perfectly across devices.",138
829,"If you build websites, you need to listen to the latest @SyntaxFM podcast on responsive design. Your mobile visitors will thank you!",138
830,"The new @SyntaxFM podcast has gold for anyone looking to step up their responsive design game. Don't miss their tips and tricks!",138
831,Adaptive? Mobile-first? Desktop-first? Find out the best strategies for responsive design on the new action-packed @SyntaxFM podcast!,138
832,"Responsive web design can be tricky, but @SyntaxFM has you covered with a deep dive into all the tools and techniques in their latest podcast!",138
833,The new #ReactUse hook handles promises in components - but watch out for those footguns! 😱,139
834,"Goodbye useEffect data fetching, hello React Use! 👋 Find out why it's a big deal on the latest @syntaxfm",139
835,"React Use helps with async data, but creates some API fragmentation. We break it all down on @syntaxfm!",139
836,Will React Use make async data in components better or cause confusion? Get the lowdown on @syntaxfm 🎧,139
837,"The React Use hook handles promises, but modifies built-ins like fetch. Learn the pros and cons on @syntaxfm.",139
838,How will React Use change async data fetching in your components? Get the scoop on the latest proposal on @syntaxfm!,139
839,The creator of @nodejs is back with a new runtime called Deno! Learn why @ry thinks JavaScript is here to stay and how Deno improves on Node.,140
840,"Ever wonder how JavaScript runtimes like @nodejs and @deno_land are actually built? @ry shares his expertise on using V8, Rust, and more under the hood.",140
841,"JS has come a long way since Node started in 2009! @ry reflects on uncertainties around the web's future and why JS became the default language.",140
842,@deno_land ditches C++ for Rust and optimizes binding JS to native code for speed gains over @nodejs. How much faster is it really?,140
843,".@typescript has become ""JavaScript 2.0"" says @ry. He sees a future where browsers natively support TS comments. The CoffeeScript revival is not happening.",140
844,The lack of security in @nodejs was a huge regret for @ry. @deno_land aims to be the most secure runtime by leveraging the JS sandbox.,140
845,"Just in: Usage stats for box model, columns, aspect ratio, transitions, transforms, animations, blend modes & more from the @HTTPArchive CSS almanac! #CSS",141
846,Transitioning left & top? No no no! Only transition transform & opacity for best performance. More CSS animation wisdom from the trends. #webdev,141
847,Wow - median transition duration jumped to 1s. Keep it snappy folks - long animations just annoy users. #UX #webdev,141
848,"Blend modes unlocked 🔓 Gradient borders, punching out backgrounds - they open up new creative possibilities in CSS! #webdev",141
849,CSS container queries anticipated by many devs for responsive design revolution! Usage stats today on media queries & more. #webdev,141
850,"Sprites aren't just for games & retro sites! Clever CSS techniques with sprite sheets & steps timing functions #CSS #webdev",141
851,Get right into it - no more millennial pauses at the start of #shortform vids! 🎥,142
852,"Show code clearly in #shorts - strategically use zooms, animations, and positioning to highlight key parts in vertical vids!",142
853,Avoid the low quality content trap - #shortform vids work best when they provide genuinely useful tips and explanations!,142
854,The challenges of #shortform - conveying enough detail in 60 secs or less takes practice! YouTube shorts especially restrictive at 1 min max,142
855,Moving to text-based #video editing like @Descript for our #dev #podcast editing. Auto transcription seems perfect for jumping to key moments!,142
856,Repurposing vs custom #shortform content - we discuss tips for adapting existing content as well as crafting new vids from scratch,142
857,"Bugs got you down? Don't miss @wesbos and @stolinski chat layout crashes, flexbox woes, and more on the latest live @SyntaxFM!",143
858,"The post-Webpack era is here! Hear @wesbos and @stolinski discuss blazing fast TurboPack and more on @SyntaxFM's new ep!",143
859,"Want the inside scoop on @Vercel's big announcements? Tune into the latest supersized @SyntaxFM live stream with @wesbos and @stolinski!",143
860,.@Vercel is shaking up bundling - find out how TurboPack fits into the post-Webpack landscape on @SyntaxFM w/ @wesbos & @stolinski,143
861,"Hear @wesbos and @stolinski take audience questions and discuss site bugs, TurboPack, and more on @SyntaxFM's live podcast!",143
862,"Don't miss @SyntaxFM's @wesbos & @stolinski break down @Vercel's latest, dig into layout crashes, and take your Q's on the live ep!",143
863,"Get the latest tasty web dev treats on @SyntaxFM as Scott & Wes discuss potlucks, meeting IRL, SSG vs SSR & domain privacy!",144
864,Curious about SSG vs SSR? Want tips for meeting IRL or picking domains? Get the inside scoop on the latest @SyntaxFM episode!,144
865,"Potlucks, privacy & more on the menu in this info-packed @SyntaxFM ep. Tune in for Scott & Wes' takes on SSG vs SSR, meeting IRL & ideal domains!",144
866,"Don't miss the newest @SyntaxFM! Scott & Wes dish out their usual combo of insightful web dev talk + hilarious banter. Potlucks, SSG vs SSR, privacy & more!",144
867,"@SyntaxFM's Scott & Wes are at it again! Get their takes on potlucks, meetups, SSG vs SSR & privacy in the latest tasty web dev podcast.",144
868,"SSG vs SSR got you stumped? Privacy & domains confusing? Never fear, @SyntaxFM is here! Scott & Wes break it all down in their unique style.",144
869,Want to define your data shape once and get both validation and TypeScript types? Check out Zod schema validation!,145
870,Zod schema validation lets you define schemas and infer TS types - no duplication required. Plus runtime validation!,145
871,How does Zod schema validation integrate across your app and DB? Listening to the latest Syntax podcast to find out!,145
